id,session_id,question_id,answer_value,created_at
32c3d921-5ab0-427c-82cc-f5599854d045,c15fdcba-681c-499b-8502-48415ff9429a,habit_vs_emotion,1,2026-02-27 09:13:16.448118+00
3532194e-94fc-4ace-bfe0-9b8d70f4eee5,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,privacy,"[""app_usage""]",2026-02-26 12:55:13.22691+00
36ae4cad-c54f-4662-9af1-8316799dc849,d480f412-f305-475a-9736-9722880d5a35,habit_vs_emotion,4,2026-03-03 20:43:43.025552+00
38f103a3-e2eb-4802-ac32-02c7f8189fba,dd32b023-36fc-43e3-ad34-d9d54701d357,awareness,4,2026-03-03 20:47:08.764766+00
3a6b4907-f1bf-4203-82c3-6486a2f6d690,838ce1a2-5b99-4c79-896b-85a5093f802c,after_hours,2,2026-02-23 13:52:25.013464+00
3b30c904-288a-4ae5-a488-623ed3868f80,3cbcbf96-a5d5-474d-995c-bb730b36164f,seeking,reward,2026-02-26 19:20:21.949741+00
3c553e95-c4b0-4a72-ae3a-ae64bc91bd08,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,slip_window,commute,2026-02-22 07:40:44.399322+00
410a6a17-b854-4ecc-b15b-fe57e4f83a46,7b06ed25-38c8-4deb-8a05-d447e689758a,awareness,5,2026-02-26 12:59:25.071512+00
441c4d08-7299-45ad-87b8-28333240bc6e,838ce1a2-5b99-4c79-896b-85a5093f802c,privacy,"[""screen_time""]",2026-02-23 13:52:25.013464+00
45dbe8de-c9ba-408d-851e-5a00bcaf21d0,afaae2c7-c6a2-4da6-9c02-356dce827f96,why_insights,somewhat,2026-02-23 14:03:37.725471+00
4684a4c1-6fd7-4b3b-8c30-6fe3826f856a,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,slip_window,between_meetings,2026-02-26 12:55:13.22691+00
4710d5df-b101-4ec2-896f-6a1744d6d00a,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,trigger,notification,2026-02-23 08:39:45.904499+00
47479aa9-640f-45df-ab4a-07760b9c6849,a65ffae3-638d-48e1-868c-8a140c52706c,tool_trust,2,2026-02-23 16:56:39.631894+00
47544499-139b-4390-a5e7-cd99a126a6d6,3cbcbf96-a5d5-474d-995c-bb730b36164f,slip_window,late_night,2026-02-26 19:20:21.949741+00
499d718d-9a1e-4d20-bba6-3c2170f49ed6,a65ffae3-638d-48e1-868c-8a140c52706c,work_style,flexible,2026-02-23 16:56:39.631894+00
4a34df92-2517-4a5c-b105-84a7cf1b1809,afaae2c7-c6a2-4da6-9c02-356dce827f96,after_hours,2,2026-02-23 14:03:37.725471+00
4ba79aa9-b284-41cd-9419-2757d8c11c12,078e2b9a-77cb-4365-9039-69af441a7f9f,openness,2,2026-03-03 07:46:11.159981+00
4c00ff29-17d1-41c6-bdb0-c9c33dcb0f96,a74bae90-97fd-4a88-8ac0-a9a1411d199c,work_style,intense,2026-02-23 13:12:28.055667+00
4c6e1751-878f-4a23-999b-b300edc58f44,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,why_insights,very,2026-02-26 12:55:13.22691+00
4f56b3a7-0a3a-4145-b2ae-be2279072e13,441628a5-bf9a-4d8b-a907-3557c1e8740c,openness,5,2026-02-22 09:06:49.446597+00
50c83944-1a86-437e-9875-c7b974c6699a,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,slip_window,commute,2026-02-23 08:39:45.904499+00
543b8f78-78bb-4fbd-b363-7c28368182e6,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,tool_trust,5,2026-02-23 08:39:45.904499+00
54ee04f4-257b-4c31-98cb-6bfd4f366ff2,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,habit_vs_emotion,4,2026-02-22 08:43:31.39122+00
550dfece-c5f7-4b3a-bd7e-3323aa8bdbd1,078e2b9a-77cb-4365-9039-69af441a7f9f,slip_window,between_meetings,2026-03-03 07:46:11.159981+00
5577da46-c723-494e-87fc-dfddd95d1e72,172e1621-50ea-49d5-895c-95c5bddf06f5,seeking,connection,2026-03-03 11:49:18.740476+00
56b3d4c3-4e43-478b-8c2b-50f712923d31,afaae2c7-c6a2-4da6-9c02-356dce827f96,privacy,"[""none""]",2026-02-23 14:03:37.725471+00
574cecb4-ad04-4cd0-bf9f-026aa06dfb82,a65ffae3-638d-48e1-868c-8a140c52706c,slip_window,late_night,2026-02-23 16:56:39.631894+00
5a01868d-79b1-458e-a6c5-6bff11a7ec50,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,after_hours,1,2026-02-23 13:17:39.550491+00
5bc97d70-4df2-4912-8ffa-a1397644096f,a74bae90-97fd-4a88-8ac0-a9a1411d199c,openness,2,2026-02-23 13:12:28.055667+00
5c533950-a343-4938-9399-8f12bf28e203,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,trigger,habit,2026-02-23 13:17:39.550491+00
5cf21c70-f5a9-4ca1-b2b7-44c063fac086,54d0886c-1485-4c0e-a813-2cf275d15940,slip_window,after_work,2026-02-23 13:11:01.506692+00
5d121208-399e-40ae-b8c4-ddeb8c6e5807,8fbcff31-49f7-4c32-a40d-01258c5d8442,why_insights,somewhat,2026-02-23 14:07:09.653945+00
5db49ba1-e383-4055-8ec1-189a199ca645,dd32b023-36fc-43e3-ad34-d9d54701d357,trigger,boredom,2026-03-03 20:47:08.764766+00
5e342ff0-8e6b-4f18-83a2-49066dcde27d,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,awareness,4,2026-02-22 08:43:31.39122+00
5e6feee4-de6f-4965-bc48-7aaa491757f3,afaae2c7-c6a2-4da6-9c02-356dce827f96,seeking,relax,2026-02-23 14:03:37.725471+00
5e849266-f485-48bb-b049-5026cbdd80a7,51474169-46de-464f-bd73-f731249571c2,privacy,"[""screen_time""]",2026-02-22 08:15:30.779574+00
5eb6bceb-464a-4fdd-9078-c397181553ad,dd32b023-36fc-43e3-ad34-d9d54701d357,after_hours,4,2026-03-03 20:47:08.764766+00
5ec564d7-af72-49cb-a5d3-23cd0aa64b5b,850aa4fc-3794-4983-9398-f871f02fd3eb,openness,2,2026-02-23 17:23:48.926788+00
606fcdb2-a7c3-467e-abb2-a326790148b4,3cbcbf96-a5d5-474d-995c-bb730b36164f,why_insights,neutral,2026-02-26 19:20:21.949741+00
60a09cad-66ae-4175-a5c9-bf4b2ec7fc8b,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,habit_vs_emotion,1,2026-02-23 08:39:45.904499+00
61c5204d-b39b-44de-a5aa-015bcc65084b,54d0886c-1485-4c0e-a813-2cf275d15940,privacy,"[""screen_time""]",2026-02-23 13:11:01.506692+00
63eb2ef5-5e17-4146-8b02-be013c03d4f7,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,tool_trust,4,2026-02-26 12:55:13.22691+00
645df106-908d-4a90-a997-17de68541faf,838ce1a2-5b99-4c79-896b-85a5093f802c,why_insights,neutral,2026-02-23 13:52:25.013464+00
647f17dc-807c-481b-ba5b-4b9f7ebb93b7,1f1f1222-0c37-42e4-b899-eb3b5cc758d0,awareness,5,2026-02-23 08:39:45.904499+00
648115e1-4d2c-4e66-be42-78e7dbd966ec,dd32b023-36fc-43e3-ad34-d9d54701d357,tool_trust,4,2026-03-03 20:47:08.764766+00
649c8a9b-8833-4573-b5d6-bdd6428bb0e1,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,openness,2,2026-02-26 12:55:13.22691+00
64e4548e-7bca-4e07-86de-e2c224b24c30,c15fdcba-681c-499b-8502-48415ff9429a,slip_window,between_meetings,2026-02-27 09:13:16.448118+00
65233e7f-224e-481b-972d-75449c11d074,dd32b023-36fc-43e3-ad34-d9d54701d357,privacy,"[""mood""]",2026-03-03 20:47:08.764766+00
659740f7-96b5-4b12-975c-93c4f4062735,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,why_insights,very,2026-02-22 08:43:31.39122+00
6693607c-82f6-49e9-bf99-48746f43ab00,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,privacy,"[""screen_time"",""app_usage"",""mood"",""location""]",2026-02-22 07:40:44.399322+00
6772175e-6954-402f-b899-0bb74ada0d79,078e2b9a-77cb-4365-9039-69af441a7f9f,after_hours,4,2026-03-03 07:46:11.159981+00
67d38401-6835-4efe-9867-6e6ba5624c3a,dd32b023-36fc-43e3-ad34-d9d54701d357,slip_window,after_work,2026-03-03 20:47:08.764766+00
68e5795d-c862-48e3-afb3-4d36edad29fa,c15fdcba-681c-499b-8502-48415ff9429a,work_style,flexible,2026-02-27 09:13:16.448118+00
69a29a18-2322-450c-953b-df35fbfa4be3,c15fdcba-681c-499b-8502-48415ff9429a,trigger,fatigue,2026-02-27 09:13:16.448118+00
6d081c13-043a-450a-a661-614dd7266a64,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,seeking,avoid,2026-02-26 12:55:13.22691+00
6d3053f7-6f7f-4131-b00a-4769ae979447,51474169-46de-464f-bd73-f731249571c2,awareness,4,2026-02-22 08:15:30.779574+00
6df514c2-ed12-4fc5-8381-f34ea110753b,51474169-46de-464f-bd73-f731249571c2,trigger,boredom,2026-02-22 08:15:30.779574+00
6e7fdfe3-f6db-4803-b148-5766909b4359,a65ffae3-638d-48e1-868c-8a140c52706c,why_insights,very,2026-02-23 16:56:39.631894+00
703d3f9a-0050-49fa-b368-f7abcbe5193c,172e1621-50ea-49d5-895c-95c5bddf06f5,after_hours,5,2026-03-03 11:49:18.740476+00
704f8a51-0f51-4ad3-98b2-481a069dbe00,3cbcbf96-a5d5-474d-995c-bb730b36164f,work_style,flexible,2026-02-26 19:20:21.949741+00
705d81b8-e100-4d0b-be7c-b4adfd230580,078e2b9a-77cb-4365-9039-69af441a7f9f,privacy,"[""app_usage""]",2026-03-03 07:46:11.159981+00
7161d1a1-8b56-4a8d-9b89-043a84636bca,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,slip_window,late_night,2026-02-22 08:43:31.39122+00
73c28e88-c121-4544-9a63-d95edb43da8a,838ce1a2-5b99-4c79-896b-85a5093f802c,slip_window,after_work,2026-02-23 13:52:25.013464+00
77d86024-0a6b-432e-a3e0-ce03b563ecac,850aa4fc-3794-4983-9398-f871f02fd3eb,slip_window,late_night,2026-02-23 17:23:48.926788+00
77edfade-1e6f-46e9-ae3a-a1f5fe4ea9a3,51474169-46de-464f-bd73-f731249571c2,after_hours,4,2026-02-22 08:15:30.779574+00
78260e16-c971-4690-ac8d-2545339dd172,d480f412-f305-475a-9736-9722880d5a35,seeking,reward,2026-03-03 20:43:43.025552+00
7853c14c-eb34-4d06-9191-c184bab6469f,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,habit_vs_emotion,1,2026-02-23 13:17:39.550491+00
7989fc3a-77a3-4475-a910-dd0ef6d38e35,a74bae90-97fd-4a88-8ac0-a9a1411d199c,why_insights,very,2026-02-23 13:12:28.055667+00
7a99dbd0-6ae7-4937-b66e-9afc4639fb89,dd32b023-36fc-43e3-ad34-d9d54701d357,work_style,intense,2026-03-03 20:47:08.764766+00
7b217ab2-8ca0-4217-b3ef-dd327ecaed6e,078e2b9a-77cb-4365-9039-69af441a7f9f,why_insights,neutral,2026-03-03 07:46:11.159981+00
7bb419b8-a09a-4ec3-a641-20406067d388,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,why_insights,no,2026-02-23 13:17:39.550491+00
7c143d99-ef79-4653-818e-9b242be72076,078e2b9a-77cb-4365-9039-69af441a7f9f,seeking,reward,2026-03-03 07:46:11.159981+00
7c29f119-de67-4b3f-9712-0e8102609b40,172e1621-50ea-49d5-895c-95c5bddf06f5,openness,5,2026-03-03 11:49:18.740476+00
7c2c531a-0e3e-43c4-bd0a-d8a9e3990db0,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,seeking,reward,2026-02-22 07:40:44.399322+00
7cb02fb2-a7d4-44a7-821a-78d7150f8ac6,172e1621-50ea-49d5-895c-95c5bddf06f5,slip_window,late_night,2026-03-03 11:49:18.740476+00
7ff3af71-e387-4eb5-90f8-e6b48d4a6284,15d816a5-9ff7-484f-8470-22c586174941,why_insights,neutral,2026-02-22 08:49:09.258032+00
80151821-4bcd-48b8-ac1a-49b6b61345f2,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,habit_vs_emotion,2,2026-02-26 12:55:13.22691+00
80520250-1b05-46b3-9e05-0cac7455b020,c15fdcba-681c-499b-8502-48415ff9429a,openness,1,2026-02-27 09:13:16.448118+00
8137667a-b6d2-495b-86b2-755b3f357f7d,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,openness,4,2026-02-22 07:40:44.399322+00
821e95af-b317-4088-bc19-536e71c475c7,3cbcbf96-a5d5-474d-995c-bb730b36164f,after_hours,1,2026-02-26 19:20:21.949741+00
82406ff3-2959-40bc-95d7-f7583e9c0341,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,after_hours,2,2026-02-26 12:55:13.22691+00
82e34ab0-21a5-4d08-ad64-152ca170a94c,3cbcbf96-a5d5-474d-995c-bb730b36164f,awareness,4,2026-02-26 19:20:21.949741+00
8303954d-88c5-456b-b069-593b164f62cc,838ce1a2-5b99-4c79-896b-85a5093f802c,tool_trust,2,2026-02-23 13:52:25.013464+00
832b595e-1ff8-4b84-a1d3-cc0eade1cdc2,15d816a5-9ff7-484f-8470-22c586174941,seeking,reward,2026-02-22 08:49:09.258032+00
83ff2a3c-2a99-48f6-a8c4-ae993d6cbcbe,15d816a5-9ff7-484f-8470-22c586174941,after_hours,4,2026-02-22 08:49:09.258032+00
8464c360-f4dd-46b6-b01c-5e5ea3acaa88,afaae2c7-c6a2-4da6-9c02-356dce827f96,work_style,structured,2026-02-23 14:03:37.725471+00
84c04a10-5d08-4b0a-91e0-5ab0edd65bfc,afaae2c7-c6a2-4da6-9c02-356dce827f96,slip_window,late_night,2026-02-23 14:03:37.725471+00
86964af6-f262-43e1-b900-a1018001b09a,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,awareness,2,2026-02-26 12:55:13.22691+00
874ca8f8-47b8-4ab2-baf3-df022952ee3e,51474169-46de-464f-bd73-f731249571c2,why_insights,very,2026-02-22 08:15:30.779574+00
87579304-2552-4aa1-a7d7-c7bb419c7291,a65ffae3-638d-48e1-868c-8a140c52706c,openness,4,2026-02-23 16:56:39.631894+00
8a3d322f-6e56-4283-a01f-d0accbaca228,644fde69-6e11-4ac9-bbb6-507f4eedf0f2,work_style,flexible,2026-02-26 12:55:13.22691+00
8c0cc8f2-5c71-4ddd-afab-9474dd16e9e3,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,trigger,fatigue,2026-02-23 10:38:01.181003+00
8e45d282-770c-48db-b3db-fa10a1a804f7,8fbcff31-49f7-4c32-a40d-01258c5d8442,seeking,relax,2026-02-23 14:07:09.653945+00
904f2f93-4323-45cf-b66d-e6f22cdcffe5,d480f412-f305-475a-9736-9722880d5a35,awareness,4,2026-03-03 20:43:43.025552+00
905b6872-2b4d-46d8-929b-762aa44a0bdd,15d816a5-9ff7-484f-8470-22c586174941,habit_vs_emotion,2,2026-02-22 08:49:09.258032+00
9330f98e-9dfc-4edf-9cc5-a3b1ebebcab4,51474169-46de-464f-bd73-f731249571c2,seeking,relax,2026-02-22 08:15:30.779574+00
93d67637-62e1-4312-b0c3-04b4095d62d3,616e2ca5-2e1d-420e-94e0-09344c8d4bcb,openness,4,2026-02-22 08:43:31.39122+00
9495b2a5-3c87-4d1d-b59e-4c387aec5f5c,441628a5-bf9a-4d8b-a907-3557c1e8740c,work_style,intense,2026-02-22 09:06:49.446597+00
9531bf06-49cb-4614-92b5-d5216be51193,99406fa5-3a76-4bc8-9160-3b3f8ae0111b,slip_window,late_night,2026-02-23 13:17:39.550491+00
9621ed40-1618-4e90-a6c9-7444de728499,afaae2c7-c6a2-4da6-9c02-356dce827f96,tool_trust,2,2026-02-23 14:03:37.725471+00
96af0286-e637-46b2-b838-d2f562edafbe,7b06ed25-38c8-4deb-8a05-d447e689758a,after_hours,5,2026-02-26 12:59:25.071512+00
98440e2d-0d25-477c-95a2-dadd895d6ad1,96eba9db-6cf0-417f-9ef2-74f508a7d8bc,awareness,2,2026-02-23 10:38:01.181003+00
9ba646b1-7149-4bcf-bd09-e061770174d4,441628a5-bf9a-4d8b-a907-3557c1e8740c,after_hours,5,2026-02-22 09:06:49.446597+00
9c0450c8-c67c-4dde-a315-88bbabeb6df4,3cbcbf96-a5d5-474d-995c-bb730b36164f,openness,5,2026-02-26 19:20:21.949741+00
9d5364e2-fa30-4822-b04d-5bf5eff55ba9,8c6a9c39-5d8c-4fe0-96ed-a070458a66d6,habit_vs_emotion,4,2026-02-22 07:40:44.399322+00
9df4d39e-f8bd-47c0-8a9d-5ed698983a2f,a65ffae3-638d-48e1-868c-8a140c52706c,seeking,reward,2026-02-23 16:56:39.631894+00
a17f15b3-7b8d-4032-8cfb-c50f72a8a3a7,172e1621-50ea-49d5-895c-95c5bddf06f5,privacy,"[""screen_time"",""app_usage"",""mood"",""location""]",2026-03-03 11:49:18.740476+00
a19ad18c-0f99-4685-9a17-950984a42eb7,078e2b9a-77cb-4365-9039-69af441a7f9f,work_style,flexible,2026-03-03 07:46:11.159981+00
a2e06ab3-0932-439a-92ba-b8888c82d852,838ce1a2-5b99-4c79-896b-85a5093f802c,openness,5,2026-02-23 13:52:25.013464+00
a57cfd10-e55b-4d33-9fa7-242669704539,441628a5-bf9a-4d8b-a907-3557c1e8740c,tool_trust,4,2026-02-22 09:06:49.446597+00
